metric_name,clickhouse_name,source_table,proposed_tier,tier_type,category
clickhouse.events.BackupReadLocalFilesToCalculateChecksums,BackupReadLocalFilesToCalculateChecksums,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.BackupReadRemoteBytesToCalculateChecksums,BackupReadRemoteBytesToCalculateChecksums,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.BackupReadRemoteFilesToCalculateChecksums,BackupReadRemoteFilesToCalculateChecksums,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.BackupsOpenedForRead,BackupsOpenedForRead,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.BackupsOpenedForWrite,BackupsOpenedForWrite,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CachedReadBufferCacheWriteBytes,CachedReadBufferCacheWriteBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CachedReadBufferReadFromCacheBytes,CachedReadBufferReadFromCacheBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CachedReadBufferReadFromCacheHits,CachedReadBufferReadFromCacheHits,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CachedReadBufferReadFromCacheMisses,CachedReadBufferReadFromCacheMisses,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CachedReadBufferReadFromSourceBytes,CachedReadBufferReadFromSourceBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CachedWriteBufferCacheWriteBytes,CachedWriteBufferCacheWriteBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CannotWriteToWriteBufferDiscard,CannotWriteToWriteBufferDiscard,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CompileExpressionsBytes,CompileExpressionsBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CompileFunction,CompileFunction,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CompiledFunctionExecute,CompiledFunctionExecute,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CompressedReadBufferBlocks,CompressedReadBufferBlocks,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CompressedReadBufferBytes,CompressedReadBufferBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CompressedReadBufferChecksumDoesntMatch,CompressedReadBufferChecksumDoesntMatch,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CompressedReadBufferChecksumDoesntMatchSingleBitMismatch,CompressedReadBufferChecksumDoesntMatchSingleBitMismatch,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.ConcurrencyControlPreemptions,ConcurrencyControlPreemptions,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CreatedLogEntryForMutation,CreatedLogEntryForMutation,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CreatedReadBufferDirectIO,CreatedReadBufferDirectIO,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CreatedReadBufferMMap,CreatedReadBufferMMap,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.CreatedReadBufferOrdinary,CreatedReadBufferOrdinary,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DataAfterMutationDiffersFromReplica,DataAfterMutationDiffersFromReplica,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DefaultImplementationForNullsRows,DefaultImplementationForNullsRows,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DefaultImplementationForNullsRowsWithNulls,DefaultImplementationForNullsRowsWithNulls,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DelayedMutations,DelayedMutations,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DeltaLakePartitionPrunedFiles,DeltaLakePartitionPrunedFiles,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DictCacheLockReadNs,DictCacheLockReadNs,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DictCacheLockWriteNs,DictCacheLockWriteNs,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureCommitBlockList,DiskAzureCommitBlockList,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureCopyObject,DiskAzureCopyObject,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureCreateContainer,DiskAzureCreateContainer,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureDeleteObjects,DiskAzureDeleteObjects,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureGetObject,DiskAzureGetObject,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureGetProperties,DiskAzureGetProperties,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureGetRequestThrottlerCount,DiskAzureGetRequestThrottlerCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureListObjects,DiskAzureListObjects,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzurePutRequestThrottlerCount,DiskAzurePutRequestThrottlerCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureReadRequestsCount,DiskAzureReadRequestsCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureReadRequestsRedirects,DiskAzureReadRequestsRedirects,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureReadRequestsThrottling,DiskAzureReadRequestsThrottling,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureStageBlock,DiskAzureStageBlock,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureWriteRequestsCount,DiskAzureWriteRequestsCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureWriteRequestsRedirects,DiskAzureWriteRequestsRedirects,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskAzureWriteRequestsThrottling,DiskAzureWriteRequestsThrottling,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskConnectionsCreated,DiskConnectionsCreated,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskConnectionsExpired,DiskConnectionsExpired,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskConnectionsPreserved,DiskConnectionsPreserved,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskConnectionsReset,DiskConnectionsReset,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskConnectionsReused,DiskConnectionsReused,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskPlainRewritableAzureDirectoryCreated,DiskPlainRewritableAzureDirectoryCreated,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskPlainRewritableAzureDirectoryRemoved,DiskPlainRewritableAzureDirectoryRemoved,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskPlainRewritableLegacyLayoutDiskCount,DiskPlainRewritableLegacyLayoutDiskCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskPlainRewritableLocalDirectoryCreated,DiskPlainRewritableLocalDirectoryCreated,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskPlainRewritableLocalDirectoryRemoved,DiskPlainRewritableLocalDirectoryRemoved,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskPlainRewritableS3DirectoryCreated,DiskPlainRewritableS3DirectoryCreated,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskPlainRewritableS3DirectoryRemoved,DiskPlainRewritableS3DirectoryRemoved,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3CopyObject,DiskS3CopyObject,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3DeleteObjects,DiskS3DeleteObjects,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3GetObject,DiskS3GetObject,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3GetObjectAttributes,DiskS3GetObjectAttributes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3GetRequestThrottlerCount,DiskS3GetRequestThrottlerCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3HeadObject,DiskS3HeadObject,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3ListObjects,DiskS3ListObjects,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3PutObject,DiskS3PutObject,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3PutRequestThrottlerCount,DiskS3PutRequestThrottlerCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3ReadRequestAttempts,DiskS3ReadRequestAttempts,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3ReadRequestsCount,DiskS3ReadRequestsCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3ReadRequestsRedirects,DiskS3ReadRequestsRedirects,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3ReadRequestsThrottling,DiskS3ReadRequestsThrottling,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3WriteRequestAttempts,DiskS3WriteRequestAttempts,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3WriteRequestsCount,DiskS3WriteRequestsCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3WriteRequestsRedirects,DiskS3WriteRequestsRedirects,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DiskS3WriteRequestsThrottling,DiskS3WriteRequestsThrottling,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistrCacheHoldConnections,DistrCacheHoldConnections,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistrCacheOpenedConnections,DistrCacheOpenedConnections,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistrCacheOpenedConnectionsBypassingPool,DistrCacheOpenedConnectionsBypassingPool,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistrCacheReadBytesFromCache,DistrCacheReadBytesFromCache,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistrCacheReadBytesFromFallbackBuffer,DistrCacheReadBytesFromFallbackBuffer,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistrCacheReusedConnections,DistrCacheReusedConnections,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistrCacheServerCachedReadBufferCacheHits,DistrCacheServerCachedReadBufferCacheHits,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistrCacheServerCachedReadBufferCacheMisses,DistrCacheServerCachedReadBufferCacheMisses,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistrCacheUnusedPacketsBufferAllocations,DistrCacheUnusedPacketsBufferAllocations,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistributedConnectionFailAtAll,DistributedConnectionFailAtAll,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistributedConnectionFailTry,DistributedConnectionFailTry,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistributedConnectionMissingTable,DistributedConnectionMissingTable,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistributedConnectionReconnectCount,DistributedConnectionReconnectCount,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistributedConnectionSkipReadOnlyReplica,DistributedConnectionSkipReadOnlyReplica,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistributedConnectionStaleReplica,DistributedConnectionStaleReplica,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistributedConnectionTries,DistributedConnectionTries,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.DistributedConnectionUsable,DistributedConnectionUsable,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.EngineFileLikeReadFiles,EngineFileLikeReadFiles,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.ExternalAggregationCompressedBytes,ExternalAggregationCompressedBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.ExternalAggregationMerge,ExternalAggregationMerge,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.ExternalAggregationUncompressedBytes,ExternalAggregationUncompressedBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.ExternalAggregationWritePart,ExternalAggregationWritePart,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.ExternalDataSourceLocalCacheReadBytes,ExternalDataSourceLocalCacheReadBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.ExternalJoinWritePart,ExternalJoinWritePart,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.ExternalSortWritePart,ExternalSortWritePart,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.FileSegmentFailToIncreasePriority,FileSegmentFailToIncreasePriority,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.FunctionExecute,FunctionExecute,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.GlobalThreadPoolExpansions,GlobalThreadPoolExpansions,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.GlobalThreadPoolJobs,GlobalThreadPoolJobs,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.GlobalThreadPoolShrinks,GlobalThreadPoolShrinks,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPConnectionsCreated,HTTPConnectionsCreated,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPConnectionsExpired,HTTPConnectionsExpired,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPConnectionsPreserved,HTTPConnectionsPreserved,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPConnectionsReset,HTTPConnectionsReset,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPConnectionsReused,HTTPConnectionsReused,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPServerConnectionsClosed,HTTPServerConnectionsClosed,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPServerConnectionsCreated,HTTPServerConnectionsCreated,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPServerConnectionsExpired,HTTPServerConnectionsExpired,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPServerConnectionsPreserved,HTTPServerConnectionsPreserved,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPServerConnectionsReset,HTTPServerConnectionsReset,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.HTTPServerConnectionsReused,HTTPServerConnectionsReused,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IOBufferAllocBytes,IOBufferAllocBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IOBufferAllocs,IOBufferAllocs,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IOUringCQEsCompleted,IOUringCQEsCompleted,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IOUringSQEsResubmitsAsync,IOUringSQEsResubmitsAsync,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IOUringSQEsResubmitsSync,IOUringSQEsResubmitsSync,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IOUringSQEsSubmitted,IOUringSQEsSubmitted,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IcebergPartitionPrunedFiles,IcebergPartitionPrunedFiles,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IcebergPartitionPrunnedFiles,IcebergPartitionPrunnedFiles,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IcebergTrivialCountOptimizationApplied,IcebergTrivialCountOptimizationApplied,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IcebergVersionHintUsed,IcebergVersionHintUsed,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.IndexGenericExclusionSearchAlgorithm,IndexGenericExclusionSearchAlgorithm,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.KafkaBackgroundReads,KafkaBackgroundReads,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.KafkaDirectReads,KafkaDirectReads,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.KafkaMessagesRead,KafkaMessagesRead,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.KafkaRebalanceRevocations,KafkaRebalanceRevocations,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.KafkaRowsRead,KafkaRowsRead,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.KafkaWrites,KafkaWrites,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.LocalReadThrottlerBytes,LocalReadThrottlerBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.LocalThreadPoolExpansions,LocalThreadPoolExpansions,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.LocalThreadPoolJobs,LocalThreadPoolJobs,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.LocalThreadPoolShrinks,LocalThreadPoolShrinks,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.LocalWriteThrottlerBytes,LocalWriteThrottlerBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.MergeTreeDataProjectionWriterBlocks,MergeTreeDataProjectionWriterBlocks,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.MergeTreeDataProjectionWriterBlocksAlreadySorted,MergeTreeDataProjectionWriterBlocksAlreadySorted,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.MergeTreeDataProjectionWriterCompressedBytes,MergeTreeDataProjectionWriterCompressedBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.MergeTreeDataProjectionWriterRows,MergeTreeDataProjectionWriterRows,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.MergeTreeDataProjectionWriterUncompressedBytes,MergeTreeDataProjectionWriterUncompressedBytes,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.MergeTreeDataWriterBlocks,MergeTreeDataWriterBlocks,system.events,FREE,PERFORMANCE,io_performance
clickhouse.events.MergeTreeDataWriterBlocksAlreadySorted,MergeTreeDataWriterBlocksAlreadySorted,system.events,FREE,PERFORMANCE,io_performance
